Sentiment,tweet
0,nice wanted music place parents say business music im not allowed
1,weather house only times year last year time
0,need massage
1,shot glass nice nice
0,red tail hawk now
0,sad stuck work can new os update
0,stupid church hitting sale kitchen store right now ps hi
0,am morning
1,alive thank god
1,love new profile pic
1,dont ask twice
0,day today works
0,luck lost found break loved
0,am tired
0,watching first time watched whole movie don hate
1,will eat lunch first
0,times now errors update download
1,eating fruit foot breakfast
0,computer removed sims happy memories
0,need held now
0,today second exam day think bad
0,fucking hard drives going
0,week exam block
1,rush
1,excited black berry tomorrow
0,tour live way tennessee
0,idea right now
1,wondering situations know im crap
1,black looks good
1,hello new following see doctor nice day think ill coffee
0,true cost case
1,follow wife share name
1,glasgow decided pay train fare rejected lol going sing
1,guys mind entire mtv movie awards cause gonna
1,thanks not
1,excited totally photos dancing local stars
1,fucking excited see sd need buy tickets see who going
0,maine morning
0,read hints cc forum last night fix roof issue excited try hard
1,advance wedding receive excited headed
0,received sm words rm last guy dated
1,heart midnight commander still primary file manager freebsd machines
0,cat needle
1,excited
1,season may still mad love guys bought new jersey check pic
0,yes happening loving rolls now
0,tony going see oasis today
0,colleague work afternoon ll come back early slight
0,man sucks good luck work night
1,people like think people like just burn hell
0,nba champions putting entering grades hate end year
0,saturday am scheduled arrive london am train leaves pm will need company
1,watching fight club hit hay im glad im self life boring
1,check
0,apple down
1,know exactly feel lol days everyday
1,lets lifetime
0,testing today maybe seeing school
1,read stephen king mo
0,good bye mr argentina will miss el
0,office sa si ia pe un update pe db de
0,says not going fun wednesday
1,robin find time reading
1,checking stars garden
0,am bed am cos bd hd wake can eat nt gd am hungry
0,sucks sorry
0,just don remember falling guess sort due massive pain worst week feel blessed
0,ready church yeah
0,least pre copy paste
1,good down florida graduates late april happy
0,damn least sounds like figured
1,just cases new phone ipod feel safer now
1,emily way gay lil packets il eat now
0,just tired can lie down
1,call awesome surprise
0,fun last today can believe day time damn
1,good evening heard
1,good morning neighbor
1,made hair dressed ready hs lol
1,know need shut guess shock now ipod win lol
0,clean room bad times revision
1,yes thats talking looks
1,wireless working down here yesterday not today may need magic touch
1,not like lol read blog heavy lol
1,well being big mall fun anna anthony came just fun
0,house inspection tomorrow cleaning will pay clean
0,lucky see last night like
0,trying religion ga like worse
1,turns like hours play
1,jake idea
0,sorry support fell
1,keep asking am lol im bored
1,last night here vegas lights amazing
1,oops wine good luck tomorrow will thinking email
1,great song
1,taking park year old twins running opposite directions
0,wants mall can take
1,cut grass plan condo time far future
1,like dream lol think start packing will real
1,awesome day vacation loved minute
1,just hours long weekend begins
1,man back school least leaving assembly
0,sorry don
0,august th mark calendars going stock summer going sad
0,upset see kill
0,going bed school tomorrow
1,hanging nicole
0,shower fell lucky escape just couple
0,just thinking day
1,rob lol
0,can sleep worried mad bad night
0,liked ed
0,yeah definitely dark pit head
0,hr im suppose picked im going breakfast uh don think dad made coffee left
0,wrong babe
1,going downtown
1,sun garden bit writing thrown can xx
0,house anymore just hope im able catch methods
0,thank god dear friend who missed
1,currently drawing future jobs easier hope
1,day simply place word
0,puppy cute want dog
0,little toe earlier purple now like fuck
0,hit funny
0,tap water don think good idea
1,well sir
1,think reviews king summer
1,going super target bit maybe eat watching
0,sad promised new mine
0,going see
1,brother ps dvd failed good portable dvd gonna pee pan tomorrow
0,well im still stuck
0,kind sort trying wake melissa oral surgeon wisdom teeth soon poor kid happy nd mom dad
0,saw today need see land lost kathy coleman not
0,mill run going business
0,hey taylor saw today show friday wish see concert can expensive
1,love mathematics brain game
0,lol don worry say time anyway think lol talk tomorrow
0,kids laws overnight nice break missing now am lonely
1,going head pt now love mean workout hot
0,home sun am stuck home bored
0,ve only work hour ready home gonna day
0,dont match shirts
1,singing tomorrow home now time sleep good night
1,still not sure whole fancy
1,will sure next time percent game can guys can
1,coffee patio flip sale old navy now color mine
0,feeling bit lonely
1,kinda like new
0,felt bones entirely body eating habits still not good
1,not addiction simple pleasure
0,cloudy day here not like yesterday clouds southern california who knew
0,can sun here lightning rain here
0,sad can upgrade gs
1,nice see rain come down going side feel
1,think will
1,liked factory balls
1,thanks girl appreciate vote confidence abilities
1,lost silence atmosphere quiet still im home
1,thanks let know can help
0,just home like hour bed lil man biggest day
1,haven found broken parts totally inspiration web take credit due
1,hot party sure not heaven keep calling updates
1,funny working energy find works way week
1,beautiful pic thank sharing
0,hate exam period comes play xx
0,ll miss free football tv
1,enjoying black coffee breakfast living edge
1,give try nice work
0,emergency mode guess updating itunes crossing fingers unlock will hold help now need
0,link pictures
0,graduation seniors
0,super school can fail
1,just want great song
0,chicken truck chicken
0,weekends work summer am not taking classes work catering company
1,just home ate now watching fresh prince loves
1,going now going bed
1,well think know stupid choice
0,makes sad lol sorry
0,ass cold
1,love role model im older
1,painting hours parents wanted bed hour ago
0,block dare
0,dublin cultural barely afford eat let alone drunk
0,haven updated love miss colorado lonely
1,means
1,going enjoy mother day
0,want day end like now
0,chose high society dvd not working
0,bored tree work
1,great photo rachel looks like great place organic well
1,cut hair damn happy
1,thats love ya
0,laptop just can take listen sunday social live direct
0,house love just went market
0,turn saw dollar ones cost bucks man
0,clothes skin think work object decided
1,let fall may part life
0,job centre afternoon first painting
0,lol im now wanted see xx
1,good mood going today time meet family properly lol
1,ve see night ll wit hottest ny night
1,musical ability linked genes wonder who
1,clouds look like cotton candy want eat
0,who following
0,aberdeen good last days now bit
0,going bed update
0,wanted meet
0,only word feeling
0,not feel good
0,pride fucking wanted meet hot lesbians going reunion
1,im going conversations hit chat
0,shit can follow best actor miller upset
0,going bed now morning not excited exam
